case_id,failure_mode_class,synthetic_ground_truth,observation_configuration,expected_behavior,actual_behavior,false_clean_indicator,false_clean_rate,flag_rate,unknown_rate,usable_coverage,runtime_seconds,nuisance_seed,nuisance_parameters,notes
uniform_absorber-03-v1_retained,uniform_absorber,frequency-independent 0.65 modulation attenuation; contaminated by construction,three-reference consensus and gain guard in primary + registered high-SNR state,FLAG,FLAG,False,0.0,1.0,0.0,1.0,,20261023,"scene gain U(0.85,1.15); random phase; declared bounded noise; failure-specific reference/gain/geometry state",Frequency-independent attenuation is confounded with acquisition gain; the guard helps only under a calibrated gain-drift bound.
uniform_absorber-04-v0_single_reference,uniform_absorber,frequency-independent 0.65 modulation attenuation; contaminated by construction,primary state; one reference; 48 reference + 48 sample frames,FLAG,PASS,True,1.0,0.0,0.0,1.0,,20261024,"scene gain U(0.85,1.15); random phase; declared bounded noise; failure-specific reference/gain/geometry state",Frequency-independent attenuation is confounded with acquisition gain; the guard helps only under a calibrated gain-drift bound.
uniform_absorber-04-E1_gain_guard,uniform_absorber,frequency-independent 0.65 modulation attenuation; contaminated by construction,primary state; one reference; bounded absolute gain ratio,FLAG,PASS,True,1.0,0.0,0.0,1.0,,20261024,"scene gain U(0.85,1.15); random phase; declared bounded noise; failure-specific reference/gain/geometry state",Frequency-independent attenuation is confounded with acquisition gain; the guard helps only under a calibrated gain-drift bound.
uniform_absorber-04-E2_reference_consensus,uniform_absorber,frequency-independent 0.65 modulation attenuation; contaminated by construction,primary state; three references; majority self-consistency,FLAG,PASS,True,1.0,0.0,0.0,1.0,,20261024,"scene gain U(0.85,1.15); random phase; declared bounded noise; failure-specific reference/gain/geometry state",Frequency-independent attenuation is confounded with acquisition gain; the guard helps only under a calibrated gain-drift bound.
uniform_absorber-04-E3_controlled_geometry,uniform_absorber,frequency-independent 0.65 modulation attenuation; contaminated by construction,primary plus registered high-SNR geometry state; one reference each,FLAG,PASS,True,1.0,0.0,0.0,1.0,,20261024,"scene gain U(0.85,1.15); random phase; declared bounded noise; failure-specific reference/gain/geometry state",Frequency-independent attenuation is confounded with acquisition gain; the guard helps only under a calibrated gain-drift bound.
uniform_absorber-04-E4_secondary_optical_hypothesis,uniform_absorber,frequency-independent 0.65 modulation attenuation; contaminated by construction,primary plus hypothetical residue-sensitive optical state,FLAG,PASS,True,1.0,0.0,0.0,1.0,,20261024,"scene gain U(0.85,1.15); random phase; declared bounded noise; failure-specific reference/gain/geometry state",Frequency-independent attenuation is confounded with acquisition gain; the guard helps only under a calibrated gain-drift bound.
uniform_absorber-04-v1_retained,uniform_absorber,frequency-independent 0.65 modulation attenuation; contaminated by construction,three-reference consensus and gain guard in primary + registered high-SNR state,FLAG,FLAG,False,0.0,1.0,0.0,1.0,,20261024,"scene gain U(0.85,1.15); random phase; declared bounded noise; failure-specific reference/gain/geometry state",Frequency-independent attenuation is confounded with acquisition gain; the guard helps only under a calibrated gain-drift bound.
uniform_absorber-05-v0_single_reference,uniform_absorber,frequency-independent 0.65 modulation attenuation; contaminated by construction,primary state; one reference; 48 reference + 48 sample frames,FLAG,PASS,True,1.0,0.0,0.0,1.0,,20261025,"scene gain U(0.85,1.15); random phase; declared bounded noise; failure-specific reference/gain/geometry state",Frequency-independent attenuation is confounded with acquisition gain; the guard helps only under a calibrated gain-drift bound.
uniform_absorber-05-E1_gain_guard,uniform_absorber,frequency-independent 0.65 modulation attenuation; contaminated by construction,primary state; one reference; bounded absolute gain ratio,FLAG,PASS,True,1.0,0.0,0.0,1.0,,20261025,"scene gain U(0.85,1.15); random phase; declared bounded noise; failure-specific reference/gain/geometry state",Frequency-independent attenuation is confounded with acquisition gain; the guard helps only under a calibrated gain-drift bound.
uniform_absorber-05-E2_reference_consensus,uniform_absorber,frequency-independent 0.65 modulation attenuation; contaminated by construction,primary state; three references; majority self-consistency,FLAG,PASS,True,1.0,0.0,0.0,1.0,,20261025,"scene gain U(0.85,1.15); random phase; declared bounded noise; failure-specific reference/gain/geometry state",Frequency-independent attenuation is confounded with acquisition gain; the guard helps only under a calibrated gain-drift bound.
uniform_absorber-05-E3_controlled_geometry,uniform_absorber,frequency-independent 0.65 modulation attenuation; contaminated by construction,primary plus registered high-SNR geometry state; one reference each,FLAG,PASS,True,1.0,0.0,0.0,1.0,,20261025,"scene gain U(0.85,1.15); random phase; declared bounded noise; failure-specific reference/gain/geometry state",Frequency-independent attenuation is confounded with acquisition gain; the guard helps only under a calibrated gain-drift bound.
uniform_absorber-05-E4_secondary_optical_hypothesis,uniform_absorber,frequency-independent 0.65 modulation attenuation; contaminated by construction,primary plus hypothetical residue-sensitive optical state,FLAG,PASS,True,1.0,0.0,0.0,1.0,,20261025,"scene gain U(0.85,1.15); random phase; declared bounded noise; failure-specific reference/gain/geometry state",Frequency-independent attenuation is confounded with acquisition gain; the guard helps only under a calibrated gain-drift bound.
uniform_absorber-05-v1_retained,uniform_absorber,frequency-independent 0.65 modulation attenuation; contaminated by construction,three-reference consensus and gain guard in primary + registered high-SNR state,FLAG,FLAG,False,0.0,1.0,0.0,1.0,,20261025,"scene gain U(0.85,1.15); random phase; declared bounded noise; failure-specific reference/gain/geometry state",Frequency-independent attenuation is confounded with acquisition gain; the guard helps only under a calibrated gain-drift bound.
uniform_absorber-06-v0_single_reference,uniform_absorber,frequency-independent 0.65 modulation attenuation; contaminated by construction,primary state; one reference; 48 reference + 48 sample frames,FLAG,PASS,True,1.0,0.0,0.0,1.0,,20261026,"scene gain U(0.85,1.15); random phase; declared bounded noise; failure-specific reference/gain/geometry state",Frequency-independent attenuation is confounded with acquisition gain; the guard helps only under a calibrated gain-drift bound.
uniform_absorber-06-E1_gain_guard,uniform_absorber,frequency-independent 0.65 modulation attenuation; contaminated by construction,primary state; one reference; bounded absolute gain ratio,FLAG,FLAG,False,0.0,1.0,0.0,1.0,,20261026,"scene gain U(0.85,1.15); random phase; declared bounded noise; failure-specific reference/gain/geometry state",Frequency-independent attenuation is confounded with acquisition gain; the guard helps only under a calibrated gain-drift bound.
uniform_absorber-06-E2_reference_consensus,uniform_absorber,frequency-independent 0.65 modulation attenuation; contaminated by construction,primary state; three references; majority self-consistency,FLAG,PASS,True,1.0,0.0,0.0,1.0,,20261026,"scene gain U(0.85,1.15); random phase; declared bounded noise; failure-specific reference/gain/geometry state",Frequency-independent attenuation is confounded with acquisition gain; the guard helps only under a calibrated gain-drift bound.
uniform_absorber-06-E3_controlled_geometry,uniform_absorber,frequency-independent 0.65 modulation attenuation; contaminated by construction,primary plus registered high-SNR geometry state; one reference each,FLAG,PASS,True,1.0,0.0,0.0,1.0,,20261026,"scene gain U(0.85,1.15); random phase; declared bounded noise; failure-specific reference/gain/geometry state",Frequency-independent attenuation is confounded with acquisition gain; the guard helps only under a calibrated gain-drift bound.
uniform_absorber-06-E4_secondary_optical_hypothesis,uniform_absorber,frequency-independent 0.65 modulation attenuation; contaminated by construction,primary plus hypothetical residue-sensitive optical state,FLAG,PASS,True,1.0,0.0,0.0,1.0,,20261026,"scene gain U(0.85,1.15); random phase; declared bounded noise; failure-specific reference/gain/geometry state",Frequency-independent attenuation is confounded with acquisition gain; the guard helps only under a calibrated gain-drift bound.
uniform_absorber-06-v1_retained,uniform_absorber,frequency-independent 0.65 modulation attenuation; contaminated by construction,three-reference consensus and gain guard in primary + registered high-SNR state,FLAG,FLAG,False,0.0,1.0,0.0,1.0,,20261026,"scene gain U(0.85,1.15); random phase; declared bounded noise; failure-specific reference/gain/geometry state",Frequency-independent attenuation is confounded with acquisition gain; the guard helps only under a calibrated gain-drift bound.
uniform_absorber-07-v0_single_reference,uniform_absorber,frequency-independent 0.65 modulation attenuation; contaminated by construction,primary state; one reference; 48 reference + 48 sample frames,FLAG,PASS,True,1.0,0.0,0.0,1.0,,20261027,"scene gain U(0.85,1.15); random phase; declared bounded noise; failure-specific reference/gain/geometry state",Frequency-independent attenuation is confounded with acquisition gain; the guard helps only under a calibrated gain-drift bound.
uniform_absorber-07-E1_gain_guard,uniform_absorber,frequency-independent 0.65 modulation attenuation; contaminated by construction,primary state; one reference; bounded absolute gain ratio,FLAG,PASS,True,1.0,0.0,0.0,1.0,,20261027,"scene gain U(0.85,1.15); random phase; declared bounded noise; failure-specific reference/gain/geometry state",Frequency-independent attenuation is confounded with acquisition gain; the guard helps only under a calibrated gain-drift bound.
uniform_absorber-07-E2_reference_consensus,uniform_absorber,frequency-independent 0.65 modulation attenuation; contaminated by construction,primary state; three references; majority self-consistency,FLAG,PASS,True,1.0,0.0,0.0,1.0,,20261027,"scene gain U(0.85,1.15); random phase; declared bounded noise; failure-specific reference/gain/geometry state",Frequency-independent attenuation is confounded with acquisition gain; the guard helps only under a calibrated gain-drift bound.
uniform_absorber-07-E3_controlled_geometry,uniform_absorber,frequency-independent 0.65 modulation attenuation; contaminated by construction,primary plus registered high-SNR geometry state; one reference each,FLAG,PASS,True,1.0,0.0,0.0,1.0,,20261027,"scene gain U(0.85,1.15); random phase; declared bounded noise; failure-specific reference/gain/geometry state",Frequency-independent attenuation is confounded with acquisition gain; the guard helps only under a calibrated gain-drift bound.
uniform_absorber-07-E4_secondary_optical_hypothesis,uniform_absorber,frequency-independent 0.65 modulation attenuation; contaminated by construction,primary plus hypothetical residue-sensitive optical state,FLAG,PASS,True,1.0,0.0,0.0,1.0,,20261027,"scene gain U(0.85,1.15); random phase; declared bounded noise; failure-specific reference/gain/geometry state",Frequency-independent attenuation is confounded with acquisition gain; the guard helps only under a calibrated gain-drift bound.
uniform_absorber-07-v1_retained,uniform_absorber,frequency-independent 0.65 modulation attenuation; contaminated by construction,three-reference consensus and gain guard in primary + registered high-SNR state,FLAG,FLAG,False,0.0,1.0,0.0,1.0,,20261027,"scene gain U(0.85,1.15); random phase; declared bounded noise; failure-specific reference/gain/geometry state",Frequency-independent attenuation is confounded with acquisition gain; the guard helps only under a calibrated gain-drift bound.
optically_invisible_residue-00-v0_single_reference,optically_invisible_residue,no retained-channel optical effect; contaminated by construction,primary state; one reference; 48 reference + 48 sample frames,FLAG,PASS,True,1.0,0.0,0.0,1.0,,20261120,"scene gain U(0.85,1.15); random phase; declared bounded noise; failure-specific reference/gain/geometry state",Primary and retained secondary measurements are identical to clean by construction; only E4 injects an unvalidated new contrast.
optically_invisible_residue-00-E1_gain_guard,optically_invisible_residue,no retained-channel optical effect; contaminated by construction,primary state; one reference; bounded absolute gain ratio,FLAG,PASS,True,1.0,0.0,0.0,1.0,,20261120,"scene gain U(0.85,1.15); random phase; declared bounded noise; failure-specific reference/gain/geometry state",Primary and retained secondary measurements are identical to clean by construction; only E4 injects an unvalidated new contrast.
optically_invisible_residue-00-E2_reference_consensus,optically_invisible_residue,no retained-channel optical effect; contaminated by construction,primary state; three references; majority self-consistency,FLAG,PASS,True,1.0,0.0,0.0,1.0,,20261120,"scene gain U(0.85,1.15); random phase; declared bounded noise; failure-specific reference/gain/geometry state",Primary and retained secondary measurements are identical to clean by construction; only E4 injects an unvalidated new contrast.
optically_invisible_residue-00-E3_controlled_geometry,optically_invisible_residue,no retained-channel optical effect; contaminated by construction,primary plus registered high-SNR geometry state; one reference each,FLAG,PASS,True,1.0,0.0,0.0,1.0,,20261120,"scene gain U(0.85,1.15); random phase; declared bounded noise; failure-specific reference/gain/geometry state",Primary and retained secondary measurements are identical to clean by construction; only E4 injects an unvalidated new contrast.
optically_invisible_residue-00-E4_secondary_optical_hypothesis,optically_invisible_residue,no retained-channel optical effect; contaminated by construction,primary plus hypothetical residue-sensitive optical state,FLAG,FLAG,False,0.0,1.0,0.0,1.0,,20261120,"scene gain U(0.85,1.15); random phase; declared bounded noise; failure-specific reference/gain/geometry state",Primary and retained secondary measurements are identical to clean by construction; only E4 injects an unvalidated new contrast.
optically_invisible_residue-00-v1_retained,optically_invisible_residue,no retained-channel optical effect; contaminated by construction,three-reference consensus and gain guard in primary + registered high-SNR state,FLAG,PASS,True,1.0,0.0,0.0,1.0,,20261120,"scene gain U(0.85,1.15); random phase; declared bounded noise; failure-specific reference/gain/geometry state",Primary and retained secondary measurements are identical to clean by construction; only E4 injects an unvalidated new contrast.
optically_invisible_residue-01-v0_single_reference,optically_invisible_residue,no retained-channel optical effect; contaminated by construction,primary state; one reference; 48 reference + 48 sample frames,FLAG,PASS,True,1.0,0.0,0.0,1.0,,20261121,"scene gain U(0.85,1.15); random phase; declared bounded noise; failure-specific reference/gain/geometry state",Primary and retained secondary measurements are identical to clean by construction; only E4 injects an unvalidated new contrast.
optically_invisible_residue-01-E1_gain_guard,optically_invisible_residue,no retained-channel optical effect; contaminated by construction,primary state; one reference; bounded absolute gain ratio,FLAG,PASS,True,1.0,0.0,0.0,1.0,,20261121,"scene gain U(0.85,1.15); random phase; declared bounded noise; failure-specific reference/gain/geometry state",Primary and retained secondary measurements are identical to clean by construction; only E4 injects an unvalidated new contrast.
optically_invisible_residue-01-E2_reference_consensus,optically_invisible_residue,no retained-channel optical effect; contaminated by construction,primary state; three references; majority self-consistency,FLAG,PASS,True,1.0,0.0,0.0,1.0,,20261121,"scene gain U(0.85,1.15); random phase; declared bounded noise; failure-specific reference/gain/geometry state",Primary and retained secondary measurements are identical to clean by construction; only E4 injects an unvalidated new contrast.
optically_invisible_residue-01-E3_controlled_geometry,optically_invisible_residue,no retained-channel optical effect; contaminated by construction,primary plus registered high-SNR geometry state; one reference each,FLAG,PASS,True,1.0,0.0,0.0,1.0,,20261121,"scene gain U(0.85,1.15); random phase; declared bounded noise; failure-specific reference/gain/geometry state",Primary and retained secondary measurements are identical to clean by construction; only E4 injects an unvalidated new contrast.
optically_invisible_residue-01-E4_secondary_optical_hypothesis,optically_invisible_residue,no retained-channel optical effect; contaminated by construction,primary plus hypothetical residue-sensitive optical state,FLAG,FLAG,False,0.0,1.0,0.0,1.0,,20261121,"scene gain U(0.85,1.15); random phase; declared bounded noise; failure-specific reference/gain/geometry state",Primary and retained secondary measurements are identical to clean by construction; only E4 injects an unvalidated new contrast.
optically_invisible_residue-01-v1_retained,optically_invisible_residue,no retained-channel optical effect; contaminated by construction,three-reference consensus and gain guard in primary + registered high-SNR state,FLAG,PASS,True,1.0,0.0,0.0,1.0,,20261121,"scene gain U(0.85,1.15); random phase; declared bounded noise; failure-specific reference/gain/geometry state",Primary and retained secondary measurements are identical to clean by construction; only E4 injects an unvalidated new contrast.
optically_invisible_residue-02-v0_single_reference,optically_invisible_residue,no retained-channel optical effect; contaminated by construction,primary state; one reference; 48 reference + 48 sample frames,FLAG,PASS,True,1.0,0.0,0.0,1.0,,20261122,"scene gain U(0.85,1.15); random phase; declared bounded noise; failure-specific reference/gain/geometry state",Primary and retained secondary measurements are identical to clean by construction; only E4 injects an unvalidated new contrast.
optically_invisible_residue-02-E1_gain_guard,optically_invisible_residue,no retained-channel optical effect; contaminated by construction,primary state; one reference; bounded absolute gain ratio,FLAG,PASS,True,1.0,0.0,0.0,1.0,,20261122,"scene gain U(0.85,1.15); random phase; declared bounded noise; failure-specific reference/gain/geometry state",Primary and retained secondary measurements are identical to clean by construction; only E4 injects an unvalidated new contrast.
optically_invisible_residue-02-E2_reference_consensus,optically_invisible_residue,no retained-channel optical effect; contaminated by construction,primary state; three references; majority self-consistency,FLAG,PASS,True,1.0,0.0,0.0,1.0,,20261122,"scene gain U(0.85,1.15); random phase; declared bounded noise; failure-specific reference/gain/geometry state",Primary and retained secondary measurements are identical to clean by construction; only E4 injects an unvalidated new contrast.
optically_invisible_residue-02-E3_controlled_geometry,optically_invisible_residue,no retained-channel optical effect; contaminated by construction,primary plus registered high-SNR geometry state; one reference each,FLAG,PASS,True,1.0,0.0,0.0,1.0,,20261122,"scene gain U(0.85,1.15); random phase; declared bounded noise; failure-specific reference/gain/geometry state",Primary and retained secondary measurements are identical to clean by construction; only E4 injects an unvalidated new contrast.
optically_invisible_residue-02-E4_secondary_optical_hypothesis,optically_invisible_residue,no retained-channel optical effect; contaminated by construction,primary plus hypothetical residue-sensitive optical state,FLAG,FLAG,False,0.0,1.0,0.0,1.0,,20261122,"scene gain U(0.85,1.15); random phase; declared bounded noise; failure-specific reference/gain/geometry state",Primary and retained secondary measurements are identical to clean by construction; only E4 injects an unvalidated new contrast.
optically_invisible_residue-02-v1_retained,optically_invisible_residue,no retained-channel optical effect; contaminated by construction,three-reference consensus and gain guard in primary + registered high-SNR state,FLAG,PASS,True,1.0,0.0,0.0,1.0,,20261122,"scene gain U(0.85,1.15); random phase; declared bounded noise; failure-specific reference/gain/geometry state",Primary and retained secondary measurements are identical to clean by construction; only E4 injects an unvalidated new contrast.
optically_invisible_residue-03-v0_single_reference,optically_invisible_residue,no retained-channel optical effect; contaminated by construction,primary state; one reference; 48 reference + 48 sample frames,FLAG,PASS,True,1.0,0.0,0.0,1.0,,20261123,"scene gain U(0.85,1.15); random phase; declared bounded noise; failure-specific reference/gain/geometry state",Primary and retained secondary measurements are identical to clean by construction; only E4 injects an unvalidated new contrast.
optically_invisible_residue-03-E1_gain_guard,optically_invisible_residue,no retained-channel optical effect; contaminated by construction,primary state; one reference; bounded absolute gain ratio,FLAG,PASS,True,1.0,0.0,0.0,1.0,,20261123,"scene gain U(0.85,1.15); random phase; declared bounded noise; failure-specific reference/gain/geometry state",Primary and retained secondary measurements are identical to clean by construction; only E4 injects an unvalidated new contrast.
optically_invisible_residue-03-E2_reference_consensus,optically_invisible_residue,no retained-channel optical effect; contaminated by construction,primary state; three references; majority self-consistency,FLAG,PASS,True,1.0,0.0,0.0,1.0,,20261123,"scene gain U(0.85,1.15); random phase; declared bounded noise; failure-specific reference/gain/geometry state",Primary and retained secondary measurements are identical to clean by construction; only E4 injects an unvalidated new contrast.
optically_invisible_residue-03-E3_controlled_geometry,optically_invisible_residue,no retained-channel optical effect; contaminated by construction,primary plus registered high-SNR geometry state; one reference each,FLAG,PASS,True,1.0,0.0,0.0,1.0,,20261123,"scene gain U(0.85,1.15); random phase; declared bounded noise; failure-specific reference/gain/geometry state",Primary and retained secondary measurements are identical to clean by construction; only E4 injects an unvalidated new contrast.
optically_invisible_residue-03-E4_secondary_optical_hypothesis,optically_invisible_residue,no retained-channel optical effect; contaminated by construction,primary plus hypothetical residue-sensitive optical state,FLAG,FLAG,False,0.0,1.0,0.0,1.0,,20261123,"scene gain U(0.85,1.15); random phase; declared bounded noise; failure-specific reference/gain/geometry state",Primary and retained secondary measurements are identical to clean by construction; only E4 injects an unvalidated new contrast.
optically_invisible_residue-03-v1_retained,optically_invisible_residue,no retained-channel optical effect; contaminated by construction,three-reference consensus and gain guard in primary + registered high-SNR state,FLAG,PASS,True,1.0,0.0,0.0,1.0,,20261123,"scene gain U(0.85,1.15); random phase; declared bounded noise; failure-specific reference/gain/geometry state",Primary and retained secondary measurements are identical to clean by construction; only E4 injects an unvalidated new contrast.
optically_invisible_residue-04-v0_single_reference,optically_invisible_residue,no retained-channel optical effect; contaminated by construction,primary state; one reference; 48 reference + 48 sample frames,FLAG,PASS,True,1.0,0.0,0.0,1.0,,20261124,"scene gain U(0.85,1.15); random phase; declared bounded noise; failure-specific reference/gain/geometry state",Primary and retained secondary measurements are identical to clean by construction; only E4 injects an unvalidated new contrast.
optically_invisible_residue-04-E1_gain_guard,optically_invisible_residue,no retained-channel optical effect; contaminated by construction,primary state; one reference; bounded absolute gain ratio,FLAG,PASS,True,1.0,0.0,0.0,1.0,,20261124,"scene gain U(0.85,1.15); random phase; declared bounded noise; failure-specific reference/gain/geometry state",Primary and retained secondary measurements are identical to clean by construction; only E4 injects an unvalidated new contrast.
optically_invisible_residue-04-E2_reference_consensus,optically_invisible_residue,no retained-channel optical effect; contaminated by construction,primary state; three references; majority self-consistency,FLAG,PASS,True,1.0,0.0,0.0,1.0,,20261124,"scene gain U(0.85,1.15); random phase; declared bounded noise; failure-specific reference/gain/geometry state",Primary and retained secondary measurements are identical to clean by construction; only E4 injects an unvalidated new contrast.
optically_invisible_residue-04-E3_controlled_geometry,optically_invisible_residue,no retained-channel optical effect; contaminated by construction,primary plus registered high-SNR geometry state; one reference each,FLAG,PASS,True,1.0,0.0,0.0,1.0,,20261124,"scene gain U(0.85,1.15); random phase; declared bounded noise; failure-specific reference/gain/geometry state",Primary and retained secondary measurements are identical to clean by construction; only E4 injects an unvalidated new contrast.
optically_invisible_residue-04-E4_secondary_optical_hypothesis,optically_invisible_residue,no retained-channel optical effect; contaminated by construction,primary plus hypothetical residue-sensitive optical state,FLAG,FLAG,False,0.0,0.953125,0.046875,0.953125,,20261124,"scene gain U(0.85,1.15); random phase; declared bounded noise; failure-specific reference/gain/geometry state",Primary and retained secondary measurements are identical to clean by construction; only E4 injects an unvalidated new contrast.
optically_invisible_residue-04-v1_retained,optically_invisible_residue,no retained-channel optical effect; contaminated by construction,three-reference consensus and gain guard in primary + registered high-SNR state,FLAG,PASS,True,1.0,0.0,0.0,1.0,,20261124,"scene gain U(0.85,1.15); random phase; declared bounded noise; failure-specific reference/gain/geometry state",Primary and retained secondary measurements are identical to clean by construction; only E4 injects an unvalidated new contrast.
optically_invisible_residue-05-v0_single_reference,optically_invisible_residue,no retained-channel optical effect; contaminated by construction,primary state; one reference; 48 reference + 48 sample frames,FLAG,PASS,True,1.0,0.0,0.0,1.0,,20261125,"scene gain U(0.85,1.15); random phase; declared bounded noise; failure-specific reference/gain/geometry state",Primary and retained secondary measurements are identical to clean by construction; only E4 injects an unvalidated new contrast.
optically_invisible_residue-05-E1_gain_guard,optically_invisible_residue,no retained-channel optical effect; contaminated by construction,primary state; one reference; bounded absolute gain ratio,FLAG,PASS,True,1.0,0.0,0.0,1.0,,20261125,"scene gain U(0.85,1.15); random phase; declared bounded noise; failure-specific reference/gain/geometry state",Primary and retained secondary measurements are identical to clean by construction; only E4 injects an unvalidated new contrast.
optically_invisible_residue-05-E2_reference_consensus,optically_invisible_residue,no retained-channel optical effect; contaminated by construction,primary state; three references; majority self-consistency,FLAG,PASS,True,1.0,0.0,0.0,1.0,,20261125,"scene gain U(0.85,1.15); random phase; declared bounded noise; failure-specific reference/gain/geometry state",Primary and retained secondary measurements are identical to clean by construction; only E4 injects an unvalidated new contrast.
optically_invisible_residue-05-E3_controlled_geometry,optically_invisible_residue,no retained-channel optical effect; contaminated by construction,primary plus registered high-SNR geometry state; one reference each,FLAG,PASS,True,1.0,0.0,0.0,1.0,,20261125,"scene gain U(0.85,1.15); random phase; declared bounded noise; failure-specific reference/gain/geometry state",Primary and retained secondary measurements are identical to clean by construction; only E4 injects an unvalidated new contrast.
optically_invisible_residue-05-E4_secondary_optical_hypothesis,optically_invisible_residue,no retained-channel optical effect; contaminated by construction,primary plus hypothetical residue-sensitive optical state,FLAG,FLAG,False,0.0,1.0,0.0,1.0,,20261125,"scene gain U(0.85,1.15); random phase; declared bounded noise; failure-specific reference/gain/geometry state",Primary and retained secondary measurements are identical to clean by construction; only E4 injects an unvalidated new contrast.
optically_invisible_residue-05-v1_retained,optically_invisible_residue,no retained-channel optical effect; contaminated by construction,three-reference consensus and gain guard in primary + registered high-SNR state,FLAG,PASS,True,1.0,0.0,0.0,1.0,,20261125,"scene gain U(0.85,1.15); random phase; declared bounded noise; failure-specific reference/gain/geometry state",Primary and retained secondary measurements are identical to clean by construction; only E4 injects an unvalidated new contrast.
optically_invisible_residue-06-v0_single_reference,optically_invisible_residue,no retained-channel optical effect; contaminated by construction,primary state; one reference; 48 reference + 48 sample frames,FLAG,PASS,True,1.0,0.0,0.0,1.0,,20261126,"scene gain U(0.85,1.15); random phase; declared bounded noise; failure-specific reference/gain/geometry state",Primary and retained secondary measurements are identical to clean by construction; only E4 injects an unvalidated new contrast.
optically_invisible_residue-06-E1_gain_guard,optically_invisible_residue,no retained-channel optical effect; contaminated by construction,primary state; one reference; bounded absolute gain ratio,FLAG,PASS,True,1.0,0.0,0.0,1.0,,20261126,"scene gain U(0.85,1.15); random phase; declared bounded noise; failure-specific reference/gain/geometry state",Primary and retained secondary measurements are identical to clean by construction; only E4 injects an unvalidated new contrast.
optically_invisible_residue-06-E2_reference_consensus,optically_invisible_residue,no retained-channel optical effect; contaminated by construction,primary state; three references; majority self-consistency,FLAG,PASS,True,1.0,0.0,0.0,1.0,,20261126,"scene gain U(0.85,1.15); random phase; declared bounded noise; failure-specific reference/gain/geometry state",Primary and retained secondary measurements are identical to clean by construction; only E4 injects an unvalidated new contrast.
optically_invisible_residue-06-E3_controlled_geometry,optically_invisible_residue,no retained-channel optical effect; contaminated by construction,primary plus registered high-SNR geometry state; one reference each,FLAG,PASS,True,1.0,0.0,0.0,1.0,,20261126,"scene gain U(0.85,1.15); random phase; declared bounded noise; failure-specific reference/gain/geometry state",Primary and retained secondary measurements are identical to clean by construction; only E4 injects an unvalidated new contrast.
optically_invisible_residue-06-E4_secondary_optical_hypothesis,optically_invisible_residue,no retained-channel optical effect; contaminated by construction,primary plus hypothetical residue-sensitive optical state,FLAG,FLAG,False,0.0,1.0,0.0,1.0,,20261126,"scene gain U(0.85,1.15); random phase; declared bounded noise; failure-specific reference/gain/geometry state",Primary and retained secondary measurements are identical to clean by construction; only E4 injects an unvalidated new contrast.
optically_invisible_residue-06-v1_retained,optically_invisible_residue,no retained-channel optical effect; contaminated by construction,three-reference consensus and gain guard in primary + registered high-SNR state,FLAG,PASS,True,1.0,0.0,0.0,1.0,,20261126,"scene gain U(0.85,1.15); random phase; declared bounded noise; failure-specific reference/gain/geometry state",Primary and retained secondary measurements are identical to clean by construction; only E4 injects an unvalidated new contrast.
optically_invisible_residue-07-v0_single_reference,optically_invisible_residue,no retained-channel optical effect; contaminated by construction,primary state; one reference; 48 reference + 48 sample frames,FLAG,PASS,True,1.0,0.0,0.0,1.0,,20261127,"scene gain U(0.85,1.15); random phase; declared bounded noise; failure-specific reference/gain/geometry state",Primary and retained secondary measurements are identical to clean by construction; only E4 injects an unvalidated new contrast.
optically_invisible_residue-07-E1_gain_guard,optically_invisible_residue,no retained-channel optical effect; contaminated by construction,primary state; one reference; bounded absolute gain ratio,FLAG,PASS,True,1.0,0.0,0.0,1.0,,20261127,"scene gain U(0.85,1.15); random phase; declared bounded noise; failure-specific reference/gain/geometry state",Primary and retained secondary measurements are identical to clean by construction; only E4 injects an unvalidated new contrast.
optically_invisible_residue-07-E2_reference_consensus,optically_invisible_residue,no retained-channel optical effect; contaminated by construction,primary state; three references; majority self-consistency,FLAG,PASS,True,1.0,0.0,0.0,1.0,,20261127,"scene gain U(0.85,1.15); random phase; declared bounded noise; failure-specific reference/gain/geometry state",Primary and retained secondary measurements are identical to clean by construction; only E4 injects an unvalidated new contrast.
optically_invisible_residue-07-E3_controlled_geometry,optically_invisible_residue,no retained-channel optical effect; contaminated by construction,primary plus registered high-SNR geometry state; one reference each,FLAG,PASS,True,1.0,0.0,0.0,1.0,,20261127,"scene gain U(0.85,1.15); random phase; declared bounded noise; failure-specific reference/gain/geometry state",Primary and retained secondary measurements are identical to clean by construction; only E4 injects an unvalidated new contrast.
optically_invisible_residue-07-E4_secondary_optical_hypothesis,optically_invisible_residue,no retained-channel optical effect; contaminated by construction,primary plus hypothetical residue-sensitive optical state,FLAG,FLAG,False,0.0,1.0,0.0,1.0,,20261127,"scene gain U(0.85,1.15); random phase; declared bounded noise; failure-specific reference/gain/geometry state",Primary and retained secondary measurements are identical to clean by construction; only E4 injects an unvalidated new contrast.
optically_invisible_residue-07-v1_retained,optically_invisible_residue,no retained-channel optical effect; contaminated by construction,three-reference consensus and gain guard in primary + registered high-SNR state,FLAG,PASS,True,1.0,0.0,0.0,1.0,,20261127,"scene gain U(0.85,1.15); random phase; declared bounded noise; failure-specific reference/gain/geometry state",Primary and retained secondary measurements are identical to clean by construction; only E4 injects an unvalidated new contrast.
